iteration,objective_value,change,convergence_rate
1,0.005747753697150104,0.0,0.0
2,0.004834215940392016,0.0009135377567580875,15.89382226331384
3,0.0002665269132808385,0.004567689027111178,94.48665685258517
4,0.0002665269132808385,0.0,0.0
5,0.0,0.0002665269132808385,100.0
