iteration,objective_value,change,convergence_rate
1,0.008689943660056586,0.0,0.0
2,0.007429938576707281,0.0012600050833493047,14.499577127765868
3,0.0011299127670606668,0.006300025809646614,84.79243461577298
4,0.0011299127670606668,0.0,0.0
5,0.00010851305368792197,0.0010213997133727449,90.39633351783381
6,0.00010851305368792197,0.0,0.0
7,0.0,0.00010851305368792197,100.0
